season,SppAlphaCode,avg_abund,sd_abund,max_abund,sum_abund,ScientificName,CommonNameEnglish
ovrwintr,WWDO,3.199528672427337,3.0991629673881933,41,4073,Zenaida asiatica,White-winged Dove
ovrwintr,YCNH,2.6944444444444446,1.7207879332187075,7,97,Nyctanassa violacea,Yellow-crowned Night-Heron
ovrwintr,YFGR,2.326530612244898,1.2405680409054998,11,1710,Tiaris olivaceus,Yellow-faced Grassquit
ovrwintr,YTWA,1.125,0.3378319623460881,2,27,Setophaga dominica,Yellow-throated Warbler
sprgmigr,AMKE,1.151063829787234,0.4238982158603743,5,541,Falco sparverius,American Kestrel
sprgmigr,AMRE,1.161904761904762,0.4678956044175912,4,366,Setophaga ruticilla,American Redstart
sprgmigr,ANPS,4.2075471698113205,3.591434738834766,18,223,Tachornis phoenicobia,Antillean Palm-Swift
sprgmigr,BANA,3.3325168401714635,2.7522766151035567,31,5442,Coereba flaveola,Bananaquit
sprgmigr,BAWW,1,0,1,18,Mniotilta varia,Black-and-white Warbler
sprgmigr,BCNH,1,0,1,2,Nycticorax nycticorax,Black-crowned Night-Heron
sprgmigr,BEKI,1.2,0.44721359549995793,2,6,Megaceryle alcyon,Belted Kingfisher
sprgmigr,BLSW,32,NA,32,32,Cypseloides niger,Black Swift
sprgmigr,BPLT,1.9233278955954323,0.5821366030939308,6,1179,Phaenicophilus palmarum,Black-crowned Palm-Tanager
sprgmigr,BRPE,7.5,10.406728592598157,26,45,Pelecanus occidentalis,Brown Pelican
sprgmigr,BUDG,1,0,1,4,NA,NA
sprgmigr,BWTE,2,NA,2,2,Spatula discors,Blue-winged Teal
sprgmigr,BWVI,1,0,1,3,Vireo altiloquus,Black-whiskered Vireo
sprgmigr,CAEG,2.2790697674418605,2.710873882957731,13,98,Bubulcus ibis,Cattle Egret
sprgmigr,CAMA,2.85,1.5985190514644287,7,57,Progne dominicensis,Caribbean Martin
sprgmigr,CGDO,2.1038732394366195,1.9639353995284892,45,2390,Columbina passerina,Common Ground Dove
sprgmigr,CMWA,1.775,1.191390922999899,8,923,Setophaga tigrina,Cape May Warbler
sprgmigr,COGA,1.5,0.7071067811865476,2,3,Gallinula galeata,Common Gallinule
sprgmigr,COYE,1.5,0.7302967433402214,3,24,Geothlypis trichas,Common Yellowthroat
sprgmigr,EUCD,2.625,2.307230425485699,24,1869,Streptopelia decaocto,Eurasian Collared-Dove
sprgmigr,GAGR,3.0814814814814815,1.574288997781253,8,416,Quiscalus niger,Greater Antillean Grackle
sprgmigr,GLIB,24,NA,24,24,Plegadis falcinellus,Glossy Ibis
sprgmigr,GRAK,2.1145695364238413,1.715940829173248,24,3193,Tyrannus dominicensis,Gray Kingbird
sprgmigr,GREG,1.2962962962962963,0.8234456132997965,5,35,Ardea alba,Great Egret
sprgmigr,GRHE,1.303030303030303,0.7699370300894939,4,43,Butorides virescens,Green Heron
sprgmigr,HILC,1.0574712643678161,0.2793814529593636,3,92,Coccyzus longirostris,Hispaniolan Lizard-Cuckoo
sprgmigr,HIMA,1.1944954128440366,0.9846090279590565,17,651,Anthracothorax dominicus,Hispaniolan Mango
sprgmigr,HIWO,2.4856968959220938,2.0021933583566205,26,4084,Melanerpes striatus,Hispaniolan Woodpecker
sprgmigr,HOSP,7.02555910543131,7.027939202543211,214,10995,Passer domesticus,House Sparrow
sprgmigr,HPAK,9.995847176079733,13.231708911855646,120,12035,Psittacara chloropterus,Hispaniolan Parakeet
sprgmigr,HPAT,2.869281045751634,2.261499300235868,22,439,Amazona ventralis,Hispaniolan Parrot
sprgmigr,KILL,1,NA,1,1,Charadrius vociferus,Killdeer
sprgmigr,LAGU,1,NA,1,1,Leucophaeus atricilla,Laughing Gull
sprgmigr,LBHE,1,NA,1,1,Egretta caerulea,Little Blue Heron
sprgmigr,LEYE,14,NA,14,14,Tringa flavipes,Lesser Yellowlegs
sprgmigr,MAFR,1.5,0.5477225575051661,2,9,Fregata magnificens,Magnificent Frigatebird
sprgmigr,MAWA,1,0,1,2,Setophaga magnolia,Magnolia Warbler
sprgmigr,MERL,1.0224719101123596,0.1490521636791844,2,91,Falco columbarius,Merlin
sprgmigr,MODO,2.7094361334867663,1.88748952917535,18,4709,Zenaida macroura,Mourning Dove
sprgmigr,NOMO,2.0107095046854084,1.417959454058747,17,1502,Mimus polyglottos,Northern Mockingbird
sprgmigr,NOPA,1.2065217391304348,0.5089320757306518,4,333,Setophaga americana,Northern Parula
sprgmigr,NOWA,1,NA,1,1,Parkesia noveboracensis,Northern Waterthrush
sprgmigr,OSPR,1,0,1,2,Pandion haliaetus,Osprey
sprgmigr,PALM,8.823102678571429,8.31025022615978,82,15811,Dulus dominicus,Palmchat
sprgmigr,PEFA,1.0434782608695652,0.20851441405707477,2,24,Falco peregrinus,Peregrine Falcon
sprgmigr,PETH,1,0,1,6,Margarops fuscatus,Pearly-eyed Thrasher
sprgmigr,PRAW,1.1666666666666667,0.5144957554275266,3,21,Setophaga discolor,Prairie Warbler
sprgmigr,PROW,1,0,1,2,Protonotaria citrea,Prothonotary Warbler
sprgmigr,RFLO,1,NA,1,1,Agapornis roseicollis,Rosy-faced Lovebird
sprgmigr,RLTH,1.5433070866141732,0.7427523408714484,5,196,Turdus plumbeus,Red-legged Thrush
sprgmigr,ROPI,29.705848291835554,57.29929236493887,512,51302,Columba livia,Rock Pigeon
sprgmigr,ROYT,3,2.0548046676563256,8,30,Thalasseus maximus,Royal Tern
sprgmigr,RUTU,2.6666666666666665,2.0816659994661326,5,8,Arenaria interpres,Ruddy Turnstone
sprgmigr,SATE,2,NA,2,2,Thalasseus sandvicensis,Sandwich Tern
sprgmigr,SBAN,1.6666666666666667,1.1547005383792515,3,5,Crotophaga ani,Smooth-billed Ani
sprgmigr,SBMU,4.142857142857143,2.193062655175134,8,29,Lonchura punctulata,Scaly-breasted Munia
sprgmigr,SEPL,14.2,20.474374227311564,50,71,Charadrius semipalmatus,Semipalmated Plover
sprgmigr,SESA,1,NA,1,1,Calidris pusilla,Semipalmated Sandpiper
sprgmigr,SHCO,1.5416666666666667,1.2503622663458176,7,37,Molothrus bonariensis,Shiny Cowbird
sprgmigr,SNEG,1,0,1,2,Egretta thula,Snowy Egret
sprgmigr,SNPI,1,NA,1,1,Patagioenas squamosa,Scaly-naped Pigeon
sprgmigr,SPSA,1.1714285714285715,0.45281565433046006,3,41,Actitis macularius,Spotted Sandpiper
sprgmigr,SUCO,1,0,1,3,Cacatua galerita,Sulphur-crested Cockatoo
sprgmigr,TUVU,1,NA,1,1,Cathartes aura,Turkey Vulture
sprgmigr,VEHU,1.2612481857764877,0.9077951555383749,14,869,Mellisuga minima,Vervain Hummingbird
sprgmigr,VIWE,6.871345029239766,6.215336624570317,39,1175,Ploceus cucullatus,Village Weaver
sprgmigr,WILL,13.333333333333334,13.285330255586423,38,120,Tringa semipalmata,Willet
sprgmigr,WWDO,2.4573248407643313,1.7911404309966328,15,3858,Zenaida asiatica,White-winged Dove
sprgmigr,YCNH,2.5,2.962089229368306,17,185,Nyctanassa violacea,Yellow-crowned Night-Heron
sprgmigr,YFGR,2.3454545454545452,1.1099825343673098,9,2064,Tiaris olivaceus,Yellow-faced Grassquit
sprgmigr,YTWA,1,0,1,2,Setophaga dominica,Yellow-throated Warbler
